,active_1.0,addresscat_2.0,addresscat_3.0,addresscat_4.0,addresscat_5.0,agecat_3.0,agecat_4.0,agecat_5.0,agecat_6.0,bfast_2.0,bfast_3.0,birthmonth_August,birthmonth_December,birthmonth_February,birthmonth_January,birthmonth_July,birthmonth_June,birthmonth_March,birthmonth_May,birthmonth_November,birthmonth_October,birthmonth_September,callcard_1.0,callid_1.0,callwait_1.0,carbought_0.0,carbought_1.0,carbuy_1.0,carcatvalue_1.0,carcatvalue_2.0,carcatvalue_3.0,card2_2.0,card2_3.0,card2_4.0,card2_5.0,card2benefit_2.0,card2benefit_3.0,card2benefit_4.0,card2fee_1.0,card2spent,card2tenurecat_2.0,card2tenurecat_3.0,card2tenurecat_4.0,card2tenurecat_5.0,card2type_2.0,card2type_3.0,card2type_4.0,card_2.0,card_3.0,card_4.0,card_5.0,cardbenefit_2.0,cardbenefit_3.0,cardbenefit_4.0,cardfee_1.0,cardmon,cardspent,cardten,cardtype_2.0,cardtype_3.0,cardtype_4.0,carown_0.0,carown_1.0,cars_1.0,cars_2.0,cars_3.0,cars_4.0,cars_5.0,cars_6.0,cartype_0.0,cartype_1.0,carvalue,churn_1.0,commutebike_1.0,commutebus_1.0,commutecar_1.0,commutecarpool_1.0,commutecat_2.0,commutecat_3.0,commutecat_4.0,commutecat_5.0,commutemotorcycle_1.0,commutenonmotor_1.0,commutepublic_1.0,commuterail_1.0,commutetime,commutewalk_1.0,confer_1.0,debtinc,default_1.0,ebill_1.0,edcat_2.0,edcat_3.0,edcat_4.0,edcat_5.0,empcat_2.0,empcat_3.0,empcat_4.0,empcat_5.0,employ,equip_1.0,equipten,forward_1.0,gender_1.0,homeown_1.0,hometype_2.0,hometype_3.0,hometype_4.0,hourstv,inccat_2.0,inccat_3.0,inccat_4.0,inccat_5.0,income,internet_1.0,internet_2.0,internet_3.0,internet_4.0,jobcat_2.0,jobcat_3.0,jobcat_4.0,jobcat_5.0,jobcat_6.0,jobsat_2.0,jobsat_3.0,jobsat_4.0,jobsat_5.0,lnlongmon,lnothdebt,longmon,multline_1.0,news_1.0,othdebt,owncd_1.0,owndvd_1.0,ownfax_1.0,owngame_1.0,ownipod_1.0,ownpc_1.0,ownpda_1.0,owntv_1.0,ownvcr_1.0,pager_1.0,pets,pets_birds_1.0,pets_birds_2.0,pets_birds_3.0,pets_birds_4.0,pets_cats_1.0,pets_cats_2.0,pets_cats_3.0,pets_cats_4.0,pets_dogs_1.0,pets_dogs_2.0,pets_dogs_3.0,pets_dogs_4.0,pets_freshfish_1.0,pets_freshfish_10.0,pets_freshfish_11.0,pets_freshfish_12.0,pets_freshfish_2.0,pets_freshfish_3.0,pets_freshfish_4.0,pets_freshfish_5.0,pets_freshfish_6.0,pets_freshfish_7.0,pets_freshfish_8.0,pets_freshfish_9.0,pets_reptiles_1.0,pets_reptiles_2.0,pets_reptiles_3.0,pets_small_1.0,pets_small_2.0,pets_small_3.0,pets_small_4.0,polcontrib_1.0,polparty_1.0,polview_2.0,polview_3.0,polview_4.0,polview_5.0,polview_6.0,polview_7.0,reason_2.0,reason_3.0,reason_4.0,reason_9.0,region_2.0,region_3.0,region_4.0,region_5.0,reside_2.0,reside_3.0,reside_4.0,reside_5.0,reside_6.0,reside_7.0,response_01_1.0,response_02_1.0,response_03_1.0,retire_1.0,spousedcat_1.0,spousedcat_2.0,spousedcat_3.0,spousedcat_4.0,spousedcat_5.0,telecommute_1.0,tollfree_1.0,tollmon,tollten,townsize_2.0,townsize_3.0,townsize_4.0,townsize_5.0,union_1.0,voice_1.0,vote_1.0,wireless_1.0,wiremon,wireten
1473,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,231.41,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,414.61,0.0,1,0,0,0,1,0,1,0,0,0,0,0,1,13.4,1,0,0,1,0,0,0,0,0,0,0,0,0,27.0,0,0,9.3,1,0,1,0,0,0,0,0,0,0,0.0,0,0.0,0,0,1,0,0,0,21.0,1,0,0,0,29.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1.13,0.33,3.1,0,0,1.39,1,1,0,0,0,1,0,1,1,0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0
1474,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,159.35,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,353.64,0.0,0,0,1,0,1,1,0,0,0,0,0,1,0,10.0,0,0,0,0,0,0,0,1,0,0,0,0,1,18.0,1,0,18.4,0,0,1,0,0,0,0,0,0,0,1.0,0,0.0,0,1,0,0,1,0,16.0,1,0,0,0,31.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.01,1.3,2.75,0,1,3.67,1,1,0,0,0,0,0,1,1,0,6.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1,0,0,0,1,0,0.0,0.0
1475,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,127.61,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,18.5,394.74,1235.0,0,1,0,0,1,0,1,0,0,0,0,0,1,21.1,0,0,1,0,0,0,0,1,0,0,0,0,0,30.0,1,0,18.0,0,1,0,1,0,0,0,1,0,0,9.0,1,3069.45,1,1,1,0,0,0,19.0,1,0,0,0,41.0,0,1,0,0,0,0,0,1,0,1,0,0,0,2.45,1.79,11.55,1,1,6.0,1,1,0,1,1,1,1,1,1,0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,1,0,0,0,1,37.25,2539.6
1476,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,33.3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,17.5,311.29,410.0,1,0,0,0,1,0,0,0,0,0,1,1,0,64.0,1,0,0,1,1,0,0,0,0,0,0,1,0,40.029999999999745,1,1,2.7,0,1,0,0,0,1,0,0,0,0,1.0,1,1710.7,1,1,1,0,0,0,15.0,0,0,0,1,156.0,0,0,0,1,1,0,0,0,0,1,0,0,0,2.36,1.09,10.55,1,1,2.98,1,1,1,1,1,1,1,1,1,1,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,19.75,526.9,0,0,1,0,0,1,0,1,78.30400000000007,2641.0
1477,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,165.9,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,41.0,336.01,2770.0,1,0,0,0,1,0,1,0,0,0,0,0,1,19.4,0,0,0,1,1,0,0,0,0,1,0,0,1,28.0,0,0,0.9,0,0,0,0,0,0,0,0,0,1,34.0,0,0.0,0,1,1,0,0,0,26.0,1,0,0,0,37.0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.57,-2.0,35.45,1,1,0.14,1,1,0,0,0,0,0,1,1,0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,1,0,1,0,0.0,0.0
1478,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,46.24,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,31.0,163.48,475.0,1,0,0,1,0,0,0,0,1,0,0,1,0,24.5,0,0,0,1,1,0,0,0,0,0,0,1,0,26.0,1,1,11.5,0,0,0,0,0,0,0,0,0,1,16.0,0,0.0,1,1,1,0,0,0,23.0,1,0,0,0,41.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.66,1.29,5.25,0,0,3.64,1,1,0,0,0,0,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,20.25,318.7,0,0,1,0,0,0,0,0,0.0,0.0
1479,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,30.12,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,16.5,478.35,365.0,0,1,0,0,1,0,1,0,0,0,0,1,0,13.5,0,0,1,1,0,0,0,0,0,1,0,0,1,24.0,1,1,3.2,0,1,0,0,1,0,0,1,0,0,6.0,1,1015.35,1,0,0,1,0,0,19.0,1,0,0,0,37.0,0,1,0,0,0,0,0,0,0,0,0,1,0,2.07,-0.39,7.95,0,1,0.68,0,1,0,0,1,1,1,1,1,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.5,576.05,1,0,0,0,0,1,1,1,31.75,760.0
1480,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,57.67,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,36.5,152.16,2365.0,1,0,0,0,1,0,0,0,0,1,0,1,0,25.2,0,0,0,1,0,0,0,0,0,0,0,0,0,20.0,0,0,10.7,0,0,0,0,0,0,0,0,0,1,18.0,0,0.0,0,0,1,0,0,0,27.0,0,1,0,0,52.0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.21,1.4,24.85,0,1,4.04,1,1,0,0,0,0,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,0,0,1,0,0.0,0.0
1481,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,86.67,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,11.25,153.04,240.0,0,1,0,0,1,1,0,0,0,0,0,1,0,9.3,0,0,1,0,1,0,1,0,0,0,0,0,0,23.0,1,1,13.1,1,0,1,0,0,0,0,0,0,0,1.0,0,0.0,1,0,1,0,0,0,20.0,0,0,0,0,19.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.56,0.76,4.75,1,1,2.14,0,1,0,1,0,0,0,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18.0,487.15,0,1,0,0,1,1,1,1,18.55,446.75
1482,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,69.01,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,91.36,0.0,0,0,0,1,0,0,0,1,0,0,0,1,0,9.8,1,0,0,1,0,0,0,0,0,0,0,0,0,18.0,0,1,6.9,0,1,0,0,1,0,0,0,0,0,0.0,0,0.0,1,1,0,1,0,0,24.0,0,0,0,0,20.0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.51,-0.21,12.3,0,0,0.81,1,1,0,1,0,1,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,15.25,333.4,0,1,0,0,0,0,1,1,22.8,461.65
1483,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,78.14,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0.0,105.74,0.0,0,1,0,0,1,0,0,0,1,0,0,1,0,11.9,1,0,0,1,1,0,0,0,0,1,0,0,0,29.0,0,0,12.0,0,0,0,0,0,0,1,0,0,0,2.0,0,0.0,0,0,0,0,0,0,25.0,0,0,0,0,16.0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.23,-0.1,9.3,0,0,0.9,1,1,0,1,1,1,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,1,0,0.0,0.0
1484,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,184.16,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,9.75,434.9,610.0,0,0,0,0,1,0,0,1,0,0,0,0,1,13.8,0,1,0,1,0,0,0,0,0,0,0,0,0,21.0,0,1,4.4,1,1,0,0,1,0,0,0,0,0,0.0,1,1925.3,0,0,1,0,1,0,22.0,1,0,0,0,30.0,0,0,1,0,1,0,0,0,0,0,1,0,0,2.35,0.15,10.45,0,1,1.17,1,1,0,1,1,1,0,1,1,1,10.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,27.25,1449.65,0,0,0,0,0,1,1,0,0.0,0.0
1485,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,247.28,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,12.75,242.52,180.0,1,0,0,0,1,1,0,0,0,0,0,0,1,15.6,0,0,1,0,0,0,1,0,0,0,0,0,0,22.0,0,1,10.9,0,0,1,0,0,0,0,1,0,0,7.0,0,0.0,1,0,1,0,1,0,13.0,1,0,0,0,45.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.65,1.17,5.2,0,0,3.21,1,1,0,0,1,0,0,1,1,0,8.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0
1486,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,410.03,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0.0,663.78,0.0,0,1,0,0,1,0,0,1,0,0,0,0,1,10.6,1,1,0,1,0,0,0,0,0,0,0,0,0,21.0,0,1,10.5,0,1,0,0,1,0,1,0,0,0,3.0,1,603.0,1,0,1,0,0,0,12.0,0,0,0,0,22.0,0,0,1,0,1,0,0,0,0,1,0,0,0,1.45,0.61,4.25,0,0,1.84,1,0,0,1,1,1,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12.0,167.25,0,0,0,0,0,0,0,0,0.0,0.0
1487,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,208.08,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,15.75,305.49,215.0,0,0,0,0,1,0,0,1,0,0,0,1,0,40.7,1,0,0,1,0,0,0,0,0,1,0,0,0,26.0,0,1,1.5,0,1,0,1,0,0,0,0,1,0,15.0,0,0.0,1,1,0,0,0,0,16.0,0,1,0,0,68.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.49,-1.13,4.45,1,0,0.32,1,1,1,1,1,0,0,1,1,0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33.75,445.65,1,0,0,0,1,0,0,1,23.9,295.95
1488,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,95.25,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,7.25,169.68,490.0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,0,0,1,0,0,0,0,1,0,0,0,0,1,32.0,1,1,9.0,0,0,1,0,0,0,0,1,0,0,10.0,1,2192.8,1,0,1,0,0,0,20.0,0,1,0,0,69.0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.96,1.46,19.3,1,1,4.3,1,1,1,0,1,0,0,1,1,1,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,26.5,1599.25,0,0,0,1,1,1,1,1,32.95,2098.1
1489,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,133.03,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,33.5,550.43,2390.0,0,0,0,0,1,0,1,0,0,0,0,1,0,15.3,0,0,1,1,0,0,0,0,0,0,0,0,0,20.0,0,0,5.1,0,1,0,1,0,0,0,1,0,0,6.0,1,2995.7,1,0,0,1,0,0,24.0,1,0,0,0,28.0,0,1,0,0,1,0,0,0,0,1,0,0,0,4.18,0.04,65.20100000000004,1,1,1.04,1,1,0,1,1,1,1,1,1,0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,41.5,3023.2,0,0,0,0,0,1,0,1,51.55,3631.25
1490,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,378.26,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,6.5,559.57,210.0,1,0,0,0,1,0,0,0,1,0,0,1,0,24.1,0,1,1,1,0,0,0,0,0,0,0,1,0,33.0,0,1,16.1,0,0,1,0,0,0,1,0,0,0,4.0,0,0.0,1,1,1,0,0,0,15.0,0,1,0,0,64.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.87,1.77,6.5,1,1,5.88,1,1,0,0,0,0,1,1,1,0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,28.0,1055.7,0,0,0,1,0,0,0,0,0.0,0.0
1491,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,130.55,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,16.25,262.37,845.0,1,0,0,0,1,0,1,0,0,0,0,1,0,20.3,0,0,0,0,0,0,1,0,0,0,0,1,1,22.0,1,0,19.1,1,1,1,0,0,0,0,0,0,0,1.0,1,1826.35,0,0,0,1,0,0,19.0,1,0,0,0,44.0,0,0,1,0,1,0,0,0,0,0,0,0,0,2.92,1.5,18.6,1,0,4.48,1,1,0,1,1,1,0,1,1,0,8.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,1,0,1,29.55,1558.35
1492,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,204.74,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,10.0,244.85,675.0,1,0,0,0,1,1,0,0,0,0,0,1,0,13.8,0,0,1,1,0,0,0,1,0,0,0,0,0,13.0,1,0,9.0,1,0,1,0,0,0,1,0,0,0,4.0,0,0.0,0,1,1,0,0,0,17.0,1,0,0,0,27.0,0,0,0,0,1,0,0,0,0,0,1,0,0,3.35,0.07,28.55,1,1,1.07,1,1,0,0,0,0,0,1,1,0,8.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,19.5,1351.05,0,0,0,0,0,0,0,0,0.0,0.0
1493,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,69.26,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,25.75,64.54,1240.0,0,1,0,1,0,0,0,1,0,0,0,0,1,7.5,0,0,0,1,0,0,0,0,0,0,0,0,0,40.0,0,0,6.9,0,0,0,0,0,0,0,0,0,1,39.0,0,0.0,0,1,1,0,0,0,26.0,0,0,0,0,14.0,0,0,0,0,0,0,0,1,0,0,0,0,1,2.01,-0.18,7.5,0,1,0.84,1,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0
1494,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,137.23,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,16.25,157.3,445.0,0,0,0,0,1,1,0,0,0,0,0,1,0,5.5,0,1,0,0,0,0,1,0,0,0,0,0,1,31.0,0,1,17.6,0,0,0,0,0,0,0,0,1,0,12.0,0,0.0,1,0,0,0,1,0,22.0,0,0,0,0,16.0,0,0,0,0,1,0,0,0,0,0,0,1,0,2.85,0.24,17.25,0,0,1.27,1,1,0,0,0,0,0,1,1,0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,28.75,747.75,0,1,0,0,0,0,1,0,0.0,0.0
1495,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,160.27,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,20.75,615.54,910.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,1,0,1,0,0,0,1,0,0,0,0,0,0,28.0,0,1,7.0,0,0,0,0,1,0,0,0,1,0,15.0,0,0.0,0,0,1,0,1,0,14.0,0,1,0,0,61.0,1,0,0,0,0,0,1,0,0,1,0,0,0,2.41,1.22,11.1,0,1,3.38,1,1,0,0,0,1,1,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,27.5,1263.35,0,0,0,0,0,1,1,0,0.0,0.0
1496,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,46.45,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,34.0,152.89,2410.0,0,0,0,0,1,0,1,0,0,0,0,0,1,50.5,0,0,0,1,1,0,0,0,0,0,1,0,0,33.0,1,0,18.4,0,1,0,0,1,0,0,0,1,0,11.0,1,2961.5,0,1,1,0,0,0,22.0,0,0,1,0,119.0,1,0,0,0,1,0,0,0,0,0,0,0,1,3.53,2.93,34.0,1,1,18.68,1,1,1,1,0,1,0,1,1,0,9.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,0.0,0,0,0,1,0,1,1,1,49.0,3418.0
1497,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,494.57,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.0,726.77,0.0,0,0,1,0,1,1,0,0,0,0,0,1,0,31.1,0,0,0,0,0,0,0,1,0,0,0,0,0,36.0,1,0,4.1,0,0,0,0,0,0,0,0,0,1,18.0,0,0.0,0,0,1,0,0,0,16.0,0,1,0,0,67.0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.58,0.76,4.85,0,1,2.15,1,1,0,1,0,0,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,20.0,189.45,0,0,1,0,0,0,0,0,0.0,0.0
